recipe_id,dish_name,region,cuisine_raw,servings,instructions,source_row_id
77,Chow Chow Thoran (Poriyal) Recipe,Kerala,Kerala Recipes,4,"To begin making the Chow Chow Thoran Recipe, peel the chow chow and cut them into medium size dices. Steam the vegetable with salt in the pressure cooker adding just about 2 tablespoons of water or a steamer until it is soft and cooked.In a blender, make a coarse mixture of the coconut, one sprig of curry leaves, green chillies and cumin seeds.Combine the coconut mixture into the steamed chow chow and keep aside.The final step is to make the seasoning. Heat a small pan with a teaspoon of oil; add in the mustard seeds and allow it to crackle.Once it crackles, stir in the other sprig of curry leaves and the turmeric powder.Turn off the heat and pour this seasoning into the Chow Chow Thoran mixture. Stir to come well and check the salt levels and adjust to suit your taste.You can serve Chow Chow Thoran along with Steamed Rice, Tomato Rasam, Mixed Vegetable Sambar and Elai Vadam for an everyday meal.",4816
78,Kerala Style Kanji Payar Recipe,Kerala,Kerala Recipes,2,"To begin making the Kanji Payar Recipe, wash and add rice and salt to a pressure cooker along with 4 cups of water.Pressure cook for 6 -7 whistle on high heat and lower the heat and cook for 15 minutes. After 15 minutes turn off the heat. Let the pressure release naturally and then open the pressure cooker. Add more water if required to adjust the consistency of the rice Kanji.To make the Payar ThoranAdd the green gram in pressure cooker with 2 cups of water and salt.Pressure cook for 4-5 whistles and turn off the heat.Once the pressure is released cook off the excess water if any.In a blender add coconut, garlic, cumin seeds, green chilly, turmeric and blend. The mixture should be coarse.Add the coconut mixture and curry leaves to the cooked green gram and mix well. Roast the papad on low flame.To serve the Kanji Payar transfer the hot boiled rice to a serving bowl or a plate. Add some ghee to the rice Kanji if you like. Check the salt and adjust to suit your taste. Serve the Payar and papad on the side and enjoy.Serve Kanji Payar with Tomato Garlic Chutney Recipe or Kerala Vendakka Thoran and Elai Vadam Recipe
",4832
79,Pattani Kootu Recipe (Green Peas Curry),Kerala,Kerala Recipes,4,"To begin making Pattani Kootu Recipe (Green Peas Curry), in a mixer grinder, grind grated coconut, green chillies and cumin seeds into a thick paste. Keep aside till required.Heat oil in a kadai. Add mustard seeds and wait until they splutters.Add fennel seeds, curry leaves, and finely chopped onions and saute until the onions turn pinkish.Add the ground coconut masala reserved earlier and cook further until the coconut paste comes together from the sides of the pan.Add green peas and cook for about 3 minutes or till they are almost a bit soft and looks a little cooked. Add salt and stir.Now add about 1/2 cup water and cook covered until the green peas are well cooked, and are almost mashable.Adjust salt if required and cook until the dish is thick in consistency, now turn off heat.Serve Pattani Kootu Recipe (Green Peas Curry) with Pudina Tawa Paratha Recipe (Mint Leaf Skillet Flat Bread), steamed rice, Varutharachu Sambar Recipe for a simple weeknight dinner.",4834
80,Nandan Kozhi Recipe  - Kerala Style Chicken Curry,Kerala,Kerala Recipes,4,"To begin making the Nandan Kozhi recipe, firstly heat oil in a large heavy bottom pan heat oil on medium flame. Add onions, ginger, and garlic and sauté till the onion is deep brown and well cooked. While the onions are being sauted, in a separate pan, on slow flame dry roast the grated coconut to a golden brown colour.Add the whole spices - cloves and cinnamon , mix well and turn off the heat. Keep aside to cool slightly. This is will also help in dry spices infusing some of their flavour in the roasted coconut. Once cool, grind to a smooth paste using little water.Once the onions have turned deep brown, add the dry spices - chicken masala, turmeric powder, chilli powder, salt and sauté for one minute. Add tomatoes and fry till the oil separates.Add the coconut and spice paste along with chicken pieces, mix and sauté till the chicken is well coated with spices.Add about 1 cup water and cook covered on low flame for about 15 to 18 mins or the chicken pieces are cooked thoroughly.Garnish it with curry leaves on top and it is ready to be served.Serve Nandan Kozhi  as a Sunday brunch along with appam or Kerala Style Whole Wheat Parotta Recipe and Seer Fish Fry Recipe by the side to enjoy your meal.
",4972
81,Kerala Chicken Curry Recipe,Kerala,Kerala Recipes,4,"To prepare the Kerala Chicken Curry, in a mixing bowl, marinate the chicken with curd, turmeric powder and salt for about 2 hours.To make the masala for the Kerala Chicken curry Heat a skillet on medium low flame and dry roast the peppercorns, coriander seeds, cinnamon stick, fennel seeds and dried red chilies. This will take about 4-5 minutes. Once the aroma of the spices begins to waft in the air, turn off the flame and allow it to cool down. Transfer to a mixer jar and grind to a corse powder. Heat oil in kadai/wok, add mustard seeds. When it splutters, add onion and curry leaves. Sauté.When onions are lightly brown, add ginger, garlic, and sauté for a minute.Add chicken, half of the freshly ground masala, and salt. Mix them, add 1/2 cup of water, cover with a lid, simmer and cook till the chicken is almost done, for about 15 to 20 minutes at least.Keep sautéing occasionally. Once the chicken is cooked, add the oats and add 1-1/2 cups of more water and cook the chicken until the curry thickens a little (about 5 minutes).Lastly, add the reserved half of the ground masala and give it a nice stir.Keep it covered for 5 to 10 minutes before serving, to help the flavours combine well.Serve Kerala Chicken Curry along with Kerala Style Appam Recipe (Without Yeast) and a side of Seer Fish Fry Recipe for a lip smacking Sunday lunch.
",4976
82,Baby Potato Theeyal Recipe - Kerala Style Potatoes In Shallots And Roasted Coconut,Kerala,Kerala Recipes,4,"To begin making the Potato Theeyal Recipe (Potatoes in shallots and roasted coconut Recipe) by dry roasting the onion, coconut and cumin seeds on a medium pan till it is nice and brown. Once done let it cool down and then blend it using a hand blender into a fine paste.Pressure cook the baby potatoes with the skin in a pressure cooker with 1 cup water till it is half done, leave it for about 3 whistles. Once done release the pressure naturally by take it away from the heat. Drain all the water and wash the potatoes under cold water, so once it cools down, it will be easy to remove the skin from the potato.In another pan heat oil, add curry leaves,let the leaves splutter for few seconds and add pearl onion, ginger, garlic, green chili and sauté till it is golden brown. Then add the tomato and sauté till it is cooked and the raw smell goes away.Stir in coriander powder, red chilli powder, turmeric powder, garam masala powder, curry leaves and the coconut paste and fry till the aroma comes out. You can add water if you feel if it is too thick. Let it cook for 2 minutes.Finally, add the boiled baby potatoes, season it according to your taste. Simmer for 3 to 4 more minutes.Serve Potato Theeyal Recipe along with Whole Wheat Lachha Paratha and Palak Raita for an everyday meal with family.
",5178
83,Pumpkin Erissery Recipe - Kerala Pumpkin Coconut Curry,Kerala,Kerala Recipes,4,"To begin making the Pumpkin Erissery Recipe, we will first make the spice paste by grinding together coconut, cumin seeds and green chilli in a mixer grinder.Add a little water if required, and make it into a fine paste. Keep aside till needed.In a heavy bottomed pan, add the chopped pumpkin pieces along with little water, salt and turmeric. Close the lid and cook till the pumpkin is tender yet firm by mixing occasionally and the water has almost dried up.Add the coconut and spice mixture and let the Pumpkin Erissery cook for about 4-5 minutes at low heat till a nice aroma is released. Check the taste of the Pumpkin Erissery and see if you need to adjust the spices etc according to your taste.Once done turn off the heat.In a small tadka pan, heat oil, add mustard seeds, when they crackle, add urad dal, and once the urad dal has turned golden brown add curry leaves and dry red chillies.Add coconut by constantly stirring over a medium low flame. Let it brown slightly till aromatic. This takes about 3-4 minutes. Once done, add this to the Pumpkin Erissery, give it a stir and serve hot. Serve Pumpkin Erissery with Steamed rice,  Thakkali Vengaya Sambar, Vazhakkai Varuval Recipe for a weeknight dinner or even a special weekend lunch.
",5191
84,Baked Banana Chips Recipe - Baked Banana Chips Recipe,Kerala,Kerala Recipes,4,"बेक्ड केले के चिप्स रेसिपी बनाने के लिए सबसे पहले एक बाउल में केला, पैपरिका पाउडर, काली मिर्च पाउडर, नमक, ओलिव का तेल डाले और मिला ले.  सबको मिला ले और देखे के केले अच्छी तरह से मसाले में मिल गए हो.ओवन को 200 डिग्री सेलसियस पर 10 मिनट के लिए पहले से गरम कर ले. केले को बेकिंग शीट में पार्चमेंट पेपर पर फैला ले.20 से 25 मिनट के लिए बेक करें। देखे की चिप्स क्रिस्प हुई, अगर नहीं तोह क्रिस्प होने तक और बेक करें। बेक्ड केले के चिप्स को शाम के वक़्त मसाला चाय के साथ परोसे।
",5193
85,Nei Appam Recipe Using Rice Flour,Kerala,Kerala Recipes,4,"To begin making the Nei Appam recipe, firstly take water and jaggery in a saucepan and boil it till the jaggery dissolves.Once the mixture comes to a rolling boil, switch off the flame. Let it cool completely.Mash the bananas using a fork well. Add this to the rice flour and give it a good mix.Add jaggery syrup, cardamom powder and baking soda and give it a good mix. Cover it and let it rest for 2 hours.After 2 hours, mix the mixture using a spoon. If it has thickened, add a little water to loosen the mixture. The batter should be a thick batter but in pouring consistency.Heat the paniyaram pan on a flame that can heat it evenly. Add 1/2 teaspoon of ghee into every slot.Add a tablespoon of batter into each slot. Cover it and cook for 1/2 a minute or till it is golden and crisp. But the centre should be still runny.Carefully using a spoon flip the appams. Fry the other side till it turns golden in colour as well and crisp. Serve hot with ghee.Flipping the appams when the centre is still runny will get nice round appams. If the centre is cooked, then you get one side flat.Serve hot Nei Appams on it's own for breakfast or snacks as they are perfect to have while enjoying the rains this monsoon season.
",5207
86,Kerala Style Avial Recipe - Onam Sadya Recipe,Kerala,Kerala Recipes,4,"To begin making the Kerala Style Avial Recipe, we will first steam all the vegetables along with salt.I like to cook the vegetables together in a pressure cooker.To do this, place all the cut vegetables into the pressure cooker, sprinkle some salt, add 1/4 cup of water and cover the pressure cooker. Place the weight on and allow the vegetables to pressure cook for about 2 two whistles. After two whistles, turn the heat to low and simmer for about 3 to 4 minutes and turn off the heat.Release the pressure immediately, by placing the pressure cooker under running water. Once the pressure is released, open the cooker. Transfer the steamed vegetables to a serving bowl.Our next step, we will make the Coconut Base for the Kerala Avial. To do this, place the coconut, green chillies, cumin seeds into the mixer. Add a little warm water and blend to make an almost smooth paste.Add the coconut mixture to the steamed vegetables, add a tablespoon of coconut oil, torn curry leaves and give the Kerala Avial a stir. Adjust the salt to suit your taste.When you are ready to serve, warm the Kerala Avial in the microwave and serve along with steamed rice and Vathal Kuzhambu",5296
87,Chakka Erissery Recipe - Kerala Style Coconut Laced Jackfruit Sabzi,Kerala,Kerala Recipes,2,"To begin making Chakka Erissery Recipe, let us first cut the raw jackfruit. In order to do that we have to first, grease our hands and the knife that we are going to use, with some oil.This important tip ensures that the hands don't get sticky from the natural fruit latex/sap present in the fruit does not get onto your hands and makes the cutting process hassle-free. Keep a bowl of water mixed with some salt, ready to put the cut raw jackfruit pieces to avoid discolouration of the fruit.Now that your hands and knife are well greased, cut the the jackfruit in half, discard the skin and start making 1 inch pieces and soak them in the salted water.Place the jackfruit in a pressure cooker with 1/4 cup of water and turmeric powder, red chilli powder, pepper powder and salt.Pressure cook for 1 whistle and turn off the heat.Allow the pressure to release naturally. In a mixer grinder, combine the grated coconut, and cumin seeds into a fine smooth paste along with some water. Once the pressure from the pressure cooker has released naturally, open the lid, add the coconut masala and return to flame.Cook on medium low heat for 3-4 minutes with no lid on, stirring continuously so that it does not get burnt down. turn off the flame.Heat coconut oil in a tadka pan on low heat. Once the oil is hot, add mustard seeds, when they splutter, add garlic, dry red chillies, curry leaves and coconut pieces and fry  for 2-3 minutes and turn off the in a few seconds. Add this tadka to the Chakka Erissery. Serve Chakka Erissery Recipe along with hot Steamed Rice Recipe, Kerala Style Pulissery Recipe (Mor Kuzhambu), Kerala Style Pazham Pori Recipe (Banana Fry)to make it a complete meal.If you are looking for an Indian Diabetic meal, serve this Chakka Erissery Recipe along with Masala Jowar Bhakri Recipe, Horsegram Dal Recipe and Spinach And Millet Pulav Recipe for a complete meal. ",5301
88,Ada Pradhaman Recipe - Kerala Style Rice Ada Pudding With Jaggery & Coconut Milk,Kerala,Kerala Recipes,4,"To begin making the Ada Pradhaman, boil sufficient water in a pan, add rice ada and turn off the gas immediately.Let the ada soak for 30 minutes. Later drain the water, wash the ada in cold water 2-3 times, strain and keep aside.Take a small bowl and soak grated jaggery in 1/2 cup of clean water till jaggery melts. Strain through a fine sieve and collect the syrup and discard the impurities. Keep it aside.Heat 2 tablespoons ghee in a wok/kadai and add cashews, raisins and coconut pieces. Fry them till they turn golden and keep it aside.In the same wok, add 1 tablespoon ghee and saute the rice ada for a minute.After a minute, add the jaggery syrup in the ada and allow it to cook on medium flame till the jaggery starts to thicken.Now, add the thin coconut milk and cook again on medium flame till it thickens.Add some cardamom powder, fried cashews, raisins and thick coconut milk and turn off the gas immediately. Don't boil or cook after adding the thick milk.Garnish Ada Pradhaman with few fried cashews and serve hot or chilled.Serve Ada Pradhaman with Kerala Style Onam meal and enjoy warm or cold.",5350
89,Banana Stem Thoran Recipe - Ayurvedic No Onion No Garlic Recipe,Kerala,Kerala Recipes,4,"To begin making the Banana Stem Thoran Recipe, prepare all the ingredients and keep them aside.Add the banana stem into the pressure cooker, add 1/4 cup of water and salt and pressure cook for 2 whistles.Release the pressure immediately, by placing the cooker under cold running water.It is important to release the pressure immediately, so the banana stem does not become soggy.Into a blender, blend the coconut, curry leaves and green chillies into a coarse mixture.Stir this mixture into the cooked banana stem and keep aside.Heat oil in a tadka pan; add the mustard seeds and urad dal. Allow it to crackle and the dal to turn crisp and golden brown.Once done, stir in the curry leaves and turn off the heat.Pour the tadka over the banana stem thoran and stir. Check the salt and adjust to suit your taste.Serve the Banana Stem Thoran along with Nellikai Rasam (Whole Gooseberry Rasam) Recipe and Steamed Rice for lunch or even pack it into your lunch box along with Phulkas.",5382
90,Kerala Style Chakka Adai Recipe-Rice Flour and Jackfruit Flatbread,Kerala,Kerala Recipes,4,"To begin making Kerala Style Chakka Adai Recipe, chop the jackfruit flesh and add it in a sauce pan with ¼ cup water and boil it till it gets soft and mushy.In a mixing bowl, combine all the ingredients - rice flour, fresh coconut, sugar, salt and powdered cardamom pods including the cooked jackfruit and add little water and knead it to form a soft and firm Chakka Adai dough.Add a little ghee to the dough, mix it in well and cover with a muslin cloth and let rest for 10 minutes. Meanwhile heat a tawa over medium heat. Take a plastic sheet to flatten the Chakka Adai. Divide the dough into 6 - 8 equal portions. Use a plastic sheet to flatten these Adais, grease the sheet  with some oil and take one Chakka Adai ball and pat it on the sheet, grease your fingers with oil to do this, pat until you get an adai of medium thickness, ensuring it is evenly shaped. Place the Chakka Adai on the preheated tawa, carefully lifting off the paper off before placing it on the skillet. Drizzle a little bit of oil along the edges and the centre of the chakka adai and allow it to sizzle and crisp up. When it seems half cooked, flip the adai over with a spatula to cook the other side. Cook well till you have brown patches on both sides. Then, take the adai off the skillet, add a dollop of butter or ghee, and serve. Serve the Kerala Style Chakka Adai Recipe as a snack with a glass of Muskmelon (Kharbuj) Juice Recipe for your evening snack or even as your breakfast.",5555
91,Kerala Pumpkin Pachadi Recipe (Parangikai Pachadi),Kerala,Kerala Recipes,4,"To begin making the Kerala Pumpkin Pachadi Recipe (Parangikai Pachadi), place the cut pumpkins in the pressure cooker, sprinkle the salt and turmeric powder, add a tablespoon of water and cook for just one whistle.After the whistle, turn off the heat and release the pressure immediately by running it under cold water. Open the cooker and keep the pumpkin aside.The next step is to grind the ingredients into a coarse paste (mentioned in the ""To Grind"" section).Once ground, add the coconut mixture to the cooked pumpkin and give it a stir. Check the salt and spices and adjust accordingly.The final step is the seasoning. Heat oil in a small pan, add the mustard seeds, urad dal and curry leaves. Allow the urad dal to get roasted until golden in color.Add the seasoning over the Kerala Pumpkin Pachadi and serve.Serve the Kerala Pumpkin Pachadi, as a side dish along with Kerala Style Pulissery Recipe (Mor Kuzhambu), Phulka and Spicy Potato Roast Recipe (Urulaikizhangu Poriyal) for a comforting meal.",5601
92,Kerala Style Kappa Ulathiyathu Recipe - Tapioca Stir Fry Recipe,Kerala,Kerala Recipes,4,"To begin making the Kerala Style Kappa Ularthiyathu Recipe, firstly cut the tapioca and boiling them in a pressure cooker with water and salt for about 3 whistle.Once done release the pressure naturally and drain the water and peel off the skin, cut them into big chunks and keep it aside.We begin by heating kadai with oil, crackle the mustard seeds, and curry leaves and dry red chillies.Then add in the onions and ginger and fry them till it is translucent, you can add the turmeric powder.Once that is done, add in the boiled tapioca and salt and fry them till it evenly coated. Cook for 2 minutes, switch off the gas and serve hot.Serve the Kerala Style Kappa Ularthiyathu Recipe along with Kerala Style Fish Curry Recipe or Chettinad Muttai Masala Recipe and Kerala Parotta for an everyday meal.",5656
93,Kerala Style Cauliflower Kurma Recipe,Kerala,Kerala Recipes,3,"To begin making the Kerala Style Cauliflower Kurma recipe, firstly heat sufficient water in a saucepan and add chopped vegetables and boil them.Drain water and collect the vegetables in a mixing bowl. (Do not over cook the veggies)Heat some oil in a heavy bottomed pan and add cinnamon stick and curry leaves.Now add finely chopped onion and saute till they turn translucent.Add ginger garlic paste, green chilies and fry till golden.Now add pureed tomato along with red chilli powder, turmeric powder, cumin powder and coriander powder and fry till the oil starts leaving the sides.Pour in the thin coconut milk, cooked veggies and adjust salt. Cook for 5 to 6 minutes on low flame.Once the curry is done, add thick coconut milk, some chopped cashews and turn off the gas.Garnish with fresh chopped coriander and some grated coconut.Serve Kerala Style Cauliflower Kurma with steamed rice and Elai Vadam for a comfort meal. Cauliflower Kurma also goes well with Whole Wheat Lachha Parathas.",5765
94,Malabar Prawn Curry Recipe,Kerala,Kerala Recipes,3,"To begin making the Malabar Prawn Curry recipe, wash and clean the prawns.Marinate the prawn with 1 teaspoon turmeric powder, 1 teaspoon red chilli powder, 1 teaspoon salt and a juice of half a lemon for 30 minutes.Take 1 cup of grated coconut and pour over 1 cup of boiling water and extract the coconut milk through a sieve.Grind all the ingredients marked under ‘For the Paste’ with some water and keep it aside in a grinder.In a heavy bottomed pan, fry the prawns on both sides in mustard oil for 3 to 4 minutes. Remove and keep aside.In the same pan, add a little more oil, when it is hot, add the mustard and fenugreek seeds, once they start to splutter, add the curry leaves, dry red chillies, and the onions.Fry till the onions turns a little brown and then add the ground masala. Saute for 5 to 6 minutes or till oil comes out from it on medium heat.Add salt and tamarind paste and cook for further 3 to 4 minutes.Now add the prawns and cook for 3 to 4 minutes and then add the coconut milk.Let it comes to a boil and then lower the heat and let the curry cook for 2 to 3 minutes more.Switch off the gas and keep it covered to trap the aroma of the curry inside. Serve Malabar Prawn Curry with hot steamed rice and any raita of your choice for a delicious meal.",5806
95,Thalassery Chicken Biriyani Recipe,Kerala,Kerala Recipes,4,"To begin making the Thalassery Chicken Biriyani Recipe, wash the chicken pieces thoroughly, We will first par boil the rice in the pressure cooker. Heat the pressure cooker with oil on medium heat, add bay leaf, cardamom, peppercorns, cinnamon stick and allow the spices to sizzle. Add washed and drained rice and 2 1/2 cups of water with salt and pressure cook for 3 whistle and switch off the heat. Allow the pressure to release naturally, remove the lid and drizzle some oil over the rice and mix it so that the rice grains will separate from each other.In a mixer-jar combine the ginger, garlic and green chilli and grind into a smooth paste using very little water. Heat another pressure cooker with oil on medium flame, add chopped onions and saute till they turn brown and are well caramelized. This will take about 5-7 minutes. Transfer to a bowl and set aside. Now add in the chopped tomatoes and a pinch of salt for the tomatoes to cook. Mash the tomatoes with the back of your spatula and cook until the oil is released from the sides.At this stage add the ground ginger garlic and green chilli paste, chilli powder, salt (keep in mind the rice has salt as well), turmeric powder and the chopped herbs. Saute well for another 10 more minutes.Add the chicken pieces and mix well. Squeeze in lemon juice add about 1/2 cup of water cover and cook on low heat for 20 minutes.Open the lid, add caramelized onions and mix well. Saute until the masala thickens little. Meanwhile heat the milk with saffron strands and keep it readyOnce that gravy is thickened, layer the par boiled rice over the masala carefully. Pour warm saffron milk over the rice and sprinkle with little herbs on top.Pressure cook the rice for about 1 whistle and turn it off. Allow the pressure to release naturally and open the lid and mix the Thalassery Biryani and serve it over a plate.In a small pan, heat ghee and toast the cashew nuts and top it over the Biriyani and serve hot.Serve the Thalassery Chicken Biriyani Recipe along with raita, carrot and cucumber salad for a lazy sunday lunch with your family.
",5960
96,Chukku Copy Recipe - Dry Ginger Coffee Recipe,Kerala,Kerala Recipes,4,"चुक्कु कापी रेसिपी बनाने के लिए सबसे पहले एक सॉसपैन में पानी गरम करें। गरम होने के बाद इसमें गुड़ डाले और घुल जाने तक मिलाते रहे. गुड़ के पीघल जाने के बाद इसमें अदरक पाउडर, जीरा पाउडर, कॉफ़ी पाउडर, काली मिर्च डाले और 4 मिनट तक उबाल ले.अब इसमें तुलसी के पत्ते डाले और 2 से 3 मिनट के लिए उबाल ले. इलाइची पाउडर, नमक डाले और गैस बंद कर दे. परोसे। आप इसे सर्दियों के दिन में दवाई की तरह भी पी सकते है, यह आपके जुखाम और सर्दी को भी ठीक करता है.
",5995
97,Vellarikka Manga Curry Recipe - Cucumber Mango Pulissery,Kerala,Kerala Recipes,4,"To begin making Vellarikka Manga Curry Recipe - Cucumber Mango Pulissery, grind grated coconut, cumin seeds and a green chilli, by adding little water into a smooth paste using a mixer grinder and keep aside.Heat a pan, add the diced cucumber, raw mango, green chilli, turmeric powder, salt and 1 cup water and cook the vegetables till they retain the firm texture. You can also cook them in the pressure cooker for 1 whistle.Add the coconut mix into the cooked vegetables and mix well.Simmer the Cucumber Mango Pulissery for 2 minutes and switch off the flame.Now, heat oil in a small tadka pan, add the mustard seeds an urad dal and let it crackle.Add the dried red chilli and curry leaves and let it splutter.Pour this tadka over the Cucumber Mango Pulissery.Serve the Vellarikka Manga Curry Recipe - Cucumber Mango Pulissery along with steamed rice and Idichakka Thoran Recipe (Young Jackfruit With Spiced Coconut) for the weeknight dinner.
",6013
98, Kerala Style Potatoes In Shallots And Roasted Coconut (Recipe In Hindi),Kerala,Kerala Recipes,4,"केरल आलू थियल बनाने के लिए सबसे पहले, प्याज, नारीयल और जीरा को अच्छे से सेंकले माध्यम आँच पर जब तक सब भूरा न हो जाए। ठंडा होने पर ब्लेंडर मैं इसे अच्छे से पीसले।  आलू को छिलके समेत 1 कप पानी के साथ प्रेशर कुक करले जब तक वह आधा पकना जाए। इसके लिए तीन सीटी आने दे।  सारा पानी निकाल ले और आलू को एक बार ठन्डे पानी के नीचे धो ले ताकि छिलका निकलना आसान हो जाएगा।  एक कढाई मैं तेल गरम करले और उसमे करी पत्ता डालकर छोंक आने दे। अब इसमें प्याज, अदरक, लहसुन, हरी मिर्च मिलाकर अच्छे से बूरा होने तक पकाले। फिर उसमे टमाटर मिलाकर कच्ची गंद जाने तक पकाले।  सारे मसाले और नारीयल के पेस्ट को कढाई में मिलाले और अच्छे से पकाये। अगर आपको करी बहुत गाडी लगे तोह आप थोड़ा पानी मिला सकते है।  आखिर मैं उबले हुए आलू मिलाकर 2 मिनट पकाले। केरल आलू थियल अब तैयार है और इसे आप चावल या फुल्का के साथ दिन के भोजन में परोस सकते है। 
",6134
99,Homemade Rice Puttu Recipe | Kerala Matta Rice or Basmati Rice,Kerala,Kerala Recipes,6,"To begin making the Kerala Rice Puttu, wash and soak the rice overnight or for about 8 hours. Once the rice has soaked well drain the water and spread the rice on a kitchen towel and dry it out.Allow the rice to dry for about 20 minutes but ensure it retains a bit of the moisture, else the rice will not grind well in mixer-blender.Grind the rice till it is mildly coarse. Do not grind the rice too much as it may get lumpy. In a large mixing bowl, combine the powdered rice, salt and 1/2 cup of the grated coconut. Sprinkle 4 tablespoons of water on to the rice mixture and stir to combine well with your fingers. The puttu mixture will be crumbly. When you hold the puttu mixture tightly in the palm of your hands it will hold together like a ball, when you release it, it will break apart. That's the consistency we want to make the Puttu.Keep the Puttu Rice Mix aside for 10-15 minutes. Take a Puttu mould and place a 3 or 4 tablespoons of the prepared Puttu mixture and a 1 or 2 tablespoons of coconut in the centre and a few more tablespoons of the Puttu mixture on the top. Lightly press it and cover the pan.Prepare the Puttu steamer with water at the bottom, and place the puttu mold and steam on high heat for about 10 minutes. You will notice that after 5 to 6 minutes the steam will start releasing from holes in the top of the mold.This is when you know that the puttu is getting steamed from the inside. Allow this steam to escape for at least 5 minutes. In total the Puttu is steaming for a good 10 minutes.Once done, turn off the heat. remove the mold from the steamer and open the lid, and using a spoon of a blunt knife, push the steamed Kerala Puttu of the mold into a plate.Continue the same process with the remaining Puttu Mixture.Serve Kerala Rice Puttu Kadala Curry or with sugar & chopped bananas for a wholesome meal.
",6150
100,Kerala Style Chicken Stew Recipe,Kerala,Kerala Recipes,4,"To begin making the Kerala Style Chicken Stew Recipe, wash the chicken pieces and cut them to small pieces. Keep all the vegetables prepped.Heat a pressure cooker with coconut oil, add cinnamon stick, cloves, and peppercorns and let them fry for few seconds.Add in the onions, garlic and ginger. Saute until they soften. Add vegetables- carrots, beans, potatoes and saute for 10 minutes.Add chicken, cashew nut paste, turmeric powder and salt. Saute well until it is evenly coated. Add half of the coconut milk and some water. Pressure cook for 1 whistle.Allow the pressure to release naturally and pour in the reaming coconut milk and give it a stir.Heat a sauce pan with oil, add curry leaves and allow it to splutter. Add onions and garlic and saute until they turn brown.Sprinkle the browned onions over the curry and serve.Serve the Kerala Style Chicken Stew Recipe along with Appam or How To Make Homemade Idiyappam Recipe - Rice Sevai Recipe and Kerala Style Egg Roast Curry Recipe by the side for a complete meal.
",6432
101, Baked Chinese Potato Recipe,Kerala,Kerala Recipes,4,"To make Baked Chinese Potato Recipe, first wash the potato and cut it straight and thick. Preheat the oven to 150 degrees Celsius. Till then add turmeric powder, onion, garlic, red chilli flax, salt, curry leaves, coconut in a pressure cooker and turn off the cooker. Close after coming to 1 city. Let the pressure drain automatically. Now grease a baking tray. Spread the potato mixture in it. Pour some coconut oil on top. Cook for 8 to 10 minutes. Serve hot and hot. Serve the Baked Chinese Potato Recipe with Punchmel Dal and Cumin Rice for dinner.",6696
102,Kerala Style Chakkakuru Mezhukkupuratti Recipe-Jackfruit Seed Poriyal,Kerala,Kerala Recipes,4,"To begin making the Kerala Style Chakkakuru Mezhukkupuratti  Recipe we will first boil the jackfruit seeds. In a pressure cooker, add the jackfruit seeds, water and pressure cook for about 3 whistles. Turn off the flame, and allow the pressure to release naturally.Drain the water and peel of  the skin of the jack fruit skin carefully. Now slice them into thin slivers.Heat a kadai on medium flame, add mustard seeds and curry leaves, let them splutter. Next, add in the onions and add the red chilli powder and black pepper powder.Finally add in the jackfruit seeds and saute them till it is coated well. At the end add grated coconut and give the Chakkakuru Mezhukkupuratti  a stir.Serve the Kerala Style Chakkakuru Mezhukkupuratti  Recipe along with Kerala Style Kanji Payar Recipe.",6701
103,Raw Papaya Thoran Recipe,Kerala,Kerala Recipes,4,"To begin making the Raw Papaya Thoran Recipe, we will first pressure cook the raw papaya with enough water and salt in a pressure cooker.Pressure cook for about 1 whistle and switch off, allow the pressure to release naturally and drain the water and keep it aside.Heat a skillet with oil, add mustard seeds, urad dal and allow them to crackle for few seconds.Add a pinch of hing and curry leaves and wait till you hear the sputtering sound. Reduce the heat and add green chilli along with the cooked raw papaya.Sprinkle salt and give it a toss. Switch off the heat and finally add grated coconut and mix well and serve hot.Serve the Raw Papaya Thoran Recipe along with Tomato Jeera And Paruppu Rasam, Steamed Rice, or with Phulka and Smoked Dal Makhani Dhaba Style Recipe for a weekday lunch or dinner.",6852
104, Kerala Avial (Recipe In Hindi),Kerala,Kerala Recipes,4,"केरला अवियल बनाने के लिए सबसे पहले सारी सब्ज़िओ को नमक के साथ भाप ले. सारी सब्ज़िओ को प्रेशर कुकर में डाल दे. इसमें नमक, 1/4 कप पानी डाले और 2 सिटी आने तक पका ले. 2 सिटी आने के बाद आंच धीमी करें और 3 से 4 मिनट तक पकने दे. ठंडा पानी के निचे रखे और प्रेशर निकलने दे. अलग से रख दे. अब एक मिक्सर ग्राइंडर में नारियल, हरी मिर्च, जीरा, कढ़ी पत्ता डाले। इसमें थोड़ा गरम पानी डाले और पेस्ट बना ले.इस नारियल के मिश्रण को भापि हुई सब्ज़िओ में डाले। 1 चमच्च नारियल का तेल, नमक डाले और मिला ले. परोसे। केरला अवियल को कीरई सांबर और चावल के साथ दिन के खाने के लिए परोसे। 
",7123
